timestamp,match_id,minute,period,score_home,score_away,home_team,away_team,interesting,confidence,main_finding,reason,momentum_gap,home_momentum,away_momentum,home_change,away_change,has_tension,is_max_gap,home_streak,away_streak,game_phase,has_predictions
2025-12-29T15:00:31.886900,3942227,1,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The game is in its initial stages (minute 1), and while England shows a slight momentum advantage, the changes are minimal and do not indicate any significant patterns or trends. It's too early to derive any meaningful insights or predictions from the data provided.",0.7520000000000007,5.371,4.619,-0.512,-0.047,False,True,1,0,early,False
2025-12-29T15:00:37.080416,3942227,2,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is in its early stages (minute 2), and while England has a slight momentum advantage, the changes are minimal and not indicative of any significant pattern or trend. The current gap is the largest seen so far, but given the early phase, it doesn't provide substantial insight into the game's direction.",0.7889999999999997,5.367,4.578,-0.486,0.146,False,True,2,1,early,False
2025-12-29T15:00:41.583819,3942227,3,1,0,0,England,Switzerland,False,0.4,Early game with minor momentum shifts,"At minute 3, the game is still in its early stages, and the momentum values for both teams are quite close, with England slightly ahead. The changes in momentum are small, and there are no significant streaks or patterns that indicate a strong advantage for either team. The gap is not the largest seen so far, and the overall situation is balanced. It's too early for meaningful patterns to emerge, and the game needs more time to develop for any interesting insights to appear.",0.4969999999999999,5.1,4.603,-0.169,0.253,False,False,3,2,early,False
2025-12-29T15:00:46.653798,3942227,4,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is in its early stages (minute 4), and while Switzerland is showing a slight increase in momentum, the changes are minimal and not indicative of any significant pattern. The momentum difference is small (+0.29), and both teams are relatively balanced. It's too early to draw any conclusions or identify interesting patterns.",0.2869999999999999,4.859,4.572,-0.51,0.535,False,False,4,3,early,False
2025-12-29T15:00:49.937877,3942227,5,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"At minute 5, the game is still in its early stages with no significant momentum shifts or patterns. Both teams have similar momentum values, and the changes observed are minor and typical for this phase of the game. It's best to wait for the game to develop further before identifying any interesting patterns.",0.15700000000000003,4.881,4.724,0.218,0.456,False,False,1,4,early,False
2025-12-29T15:00:56.902880,3942227,8,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The game is in the early stages (minute 8), and while Switzerland has shown a slight drop in momentum, the overall difference between the teams is minimal (-0.08). Both teams are relatively balanced, and no significant patterns or trends have emerged yet. It's too soon to draw any conclusions or identify any impactful momentum shifts.",-0.08099999999999952,5.099,5.18,0.263,-1.109,False,False,4,2,early,False
2025-12-29T15:01:02.395506,3942227,10,1,0,0,England,Switzerland,False,0.4,Early game momentum shift with England leading,"It's too early in the match to draw significant conclusions from the momentum data. Although England has a slight momentum advantage with a gap of 1.28, this is the largest gap seen so far, but it's still early in the game. The patterns and changes are not extreme enough to warrant interest at this stage. The game is still developing, and more time is needed to identify meaningful patterns.",1.2839999999999998,5.309,4.025,0.175,0.46,False,True,6,1,early,False
2025-12-29T15:01:06.646164,3942227,11,1,0,0,England,Switzerland,False,0.4,Early game momentum with minor fluctuations,"The match is still in the early stages, and while England has a slight momentum advantage, the changes are minimal and typical for this phase. The gap of 1.29 is the largest seen so far, but it is not significant enough to indicate a strong pattern or trend. The game remains balanced with no clear dominance or tension patterns emerging yet.",1.2910000000000004,5.362,4.071,-0.09,0.566,False,True,0,2,early,False
2025-12-29T15:01:10.291067,3942227,12,1,0,0,England,Switzerland,False,0.4,Too early for meaningful patterns,"The match is in the early stages (minute 12), and while England shows a slight momentum advantage, the changes are minor and within typical early-game fluctuations. No significant patterns or thresholds have been reached, and the game remains balanced.",0.9650000000000007,5.267,4.302,0.24,0.621,False,False,1,3,early,False
2025-12-29T15:01:16.952702,3942227,16,1,0,0,England,Switzerland,False,0.4,Early game momentum shifts are minor and balanced.,"At minute 16, both teams show minor momentum changes with no significant patterns. England's momentum is slightly rising, while Switzerland's is slightly falling, but the gap is small (-0.37) and not indicative of a strong trend. The game is still in the early phase, and no extreme patterns or significant streaks are present. This is typical for the early stages of a match, where momentum often fluctuates without clear dominance.",-0.36599999999999966,4.833,5.199,0.728,-0.741,False,False,1,1,build_up,False
2025-12-29T15:01:23.318698,3942227,19,1,0,0,England,Switzerland,False,0.6,"Switzerland's momentum is rising, but England maintains a slight lead.","Although Switzerland is showing a positive change in momentum, the overall gap is not significant enough to indicate a major shift or tension pattern. The current momentum difference of 1.10 is not the largest seen in the match, and the patterns do not meet any key thresholds for significant insights. The game is still in the early stages, and the momentum shifts are not extreme enough to warrant further analysis at this point.",1.1029999999999998,5.561,4.458,-0.666,0.974,False,False,2,1,build_up,False
2025-12-29T15:01:27.111134,3942227,20,1,0,0,England,Switzerland,False,0.6,"Switzerland's momentum is rising, but England maintains a slight advantage.","Although Switzerland is showing a positive change in momentum, the overall gap is not significant enough to indicate a major shift or tension pattern. England's momentum is slightly higher, and the changes are within typical fluctuations. The game is still early, and no extreme patterns or research threshold matches are present.",0.96,5.45,4.49,-0.604,0.942,False,False,3,2,build_up,False
2025-12-29T15:01:35.558922,3942227,23,1,0,0,England,Switzerland,False,0.6,Minor fluctuations with Switzerland holding slight momentum advantage,"The current momentum difference is small (-0.59), and both teams have short streaks (2-3 minutes). The game is still in the early stages (minute 23), and while Switzerland has a slight momentum advantage, there are no significant patterns or thresholds being met that would indicate a decisive shift or prediction. The volatility and gap trends do not show extreme changes, and the current situation does not match any key research thresholds or patterns of interest.",-0.5860000000000003,4.846,5.432,0.539,-1.064,False,False,2,2,build_up,False
2025-12-29T15:01:43.128538,3942227,27,1,0,0,England,Switzerland,True,0.8,Switzerland's rising momentum amidst England's dominance signals potential shift.,"Despite England's current momentum lead, Switzerland's rising momentum and positive change streak suggest they are gaining control, potentially altering the match dynamics. This shift is significant given the largest gap observed, indicating a possible momentum crossover if trends continue.",1.4849999999999994,5.699,4.214,-0.427,1.769,False,True,1,3,build_up,False
2025-12-29T15:01:46.415284,3942227,28,1,0,0,England,Switzerland,False,0.6,Balanced momentum with minor fluctuations,"The current momentum state between England and Switzerland is relatively balanced, with a small momentum difference of -0.29. Both teams have experienced minor fluctuations in momentum, but there are no significant patterns or streaks that indicate a strong advantage for either side. The game is still in the early stages, and the momentum changes are not extreme enough to warrant further analysis at this point.",-0.29499999999999993,5.569,5.864,-0.191,-0.334,False,False,2,1,build_up,False
2025-12-29T15:01:58.846619,3942227,35,1,0,0,England,Switzerland,False,0.6,Balanced momentum with no significant patterns,"The momentum values for England and Switzerland are very close, with a difference of only -0.13, indicating an even match. Both teams show stable trends with no significant streaks or changes. The current gap and changes are not the largest in the match, and there are no strong patterns or tension indicators present. This situation does not meet any of the key thresholds or patterns that would suggest a significant development.",-0.1349999999999998,5.247,5.382,0.061,-0.11,False,False,0,2,first_half_end,False
2025-12-29T15:02:02.134699,3942227,36,1,0,0,England,Switzerland,False,0.6,Balanced momentum with no significant patterns,"The momentum values for England and Switzerland are almost identical, showing a very balanced game with no team having a clear advantage. The changes in momentum are minor, with England showing a slight positive change and Switzerland a slight negative change. There are no significant streaks or gaps, and the current gap is not the largest in the match. The game is stable without any notable shifts or patterns.",-0.06099999999999994,5.297,5.358,0.281,-0.123,False,False,1,3,first_half_end,False
2025-12-29T15:02:06.965778,3942227,37,1,0,0,England,Switzerland,False,0.6,Momentum is balanced with no significant patterns.,"The momentum difference between England and Switzerland is minimal (+0.18), indicating an even match. Both teams show stable trajectories, and there are no significant streaks or changes in momentum. The current situation does not meet any key patterns or thresholds that would suggest a notable shift or prediction.",0.1819999999999995,5.324,5.142,0.458,0.08,False,False,2,0,first_half_end,False
2025-12-29T15:02:12.917426,3942227,38,1,0,0,England,Switzerland,False,0.7,England and Switzerland are evenly matched with minor momentum shifts.,"The momentum values for both teams are nearly identical, with a minimal difference of +0.04 favoring England. While England shows a rising trend with a 3-minute positive streak, the overall changes are not significant enough to indicate a decisive advantage or pattern. The current gap is not the largest in the match, and the changes, although the largest in this window, do not suggest a substantial shift in control. The game remains balanced without any strong patterns or tension indicators.",0.03599999999999959,5.308,5.272,0.774,-0.539,False,False,3,1,first_half_end,False
2025-12-29T15:02:17.730579,3942227,39,1,0,0,England,Switzerland,False,0.7,"England's momentum is rising, but no significant patterns emerge.","Although England is showing a rising momentum trend with a 4-minute positive streak, the gap is not significant enough (0.34) to indicate a decisive advantage. The game remains balanced, and no strong patterns or historical matches are evident.",0.34299999999999997,5.578,5.235,0.648,-0.164,False,False,4,2,first_half_end,False
2025-12-29T15:02:22.967416,3942227,40,1,0,0,England,Switzerland,False,0.7,"England's momentum is rising, but no significant patterns emerge.","While England is currently on a 5-minute positive momentum streak, the gap of 0.56 is not the largest seen in the match, and the changes are not extreme enough to indicate a decisive advantage or a significant shift in game dynamics. The situation remains balanced with no strong indicators of a breakthrough.",0.5599999999999996,5.782,5.222,0.452,-0.133,False,False,5,3,first_half_end,False
2025-12-29T15:02:27.739550,3942227,41,1,0,0,England,Switzerland,True,0.75,"England's momentum is at its highest point in the match, creating the largest gap over Switzerland.","England has established a significant momentum advantage just before halftime, which could influence the game's dynamics as they head into the break. This is a critical moment where England might capitalize on their momentum to gain a lead.",1.3490000000000002,6.082,4.733,0.0,0.0,False,True,0,0,first_half_end,False
2025-12-29T15:02:34.090462,3942227,43,1,0,0,England,Switzerland,False,0.7,"England maintains a slight momentum advantage, but no significant patterns emerge.","The current momentum difference is not the largest in the match, and both teams are stable with no strong streaks or significant changes. The situation lacks tension or strong predictive patterns.",1.1449999999999996,6.234,5.089,0.0,0.0,False,False,0,0,first_half_end,False
2025-12-29T15:02:46.355700,3942227,47,2,0,0,England,Switzerland,False,0.7,"England maintains slight momentum advantage, but no significant patterns.","The momentum data shows England with a slight advantage, but both teams are experiencing stable trajectories. Switzerland is on a 3-minute positive streak, while England is on a 3-minute negative streak, but these are not strong enough patterns to indicate a significant shift or tension. The gap of 0.83 is not the largest seen in the match, and there are no predictions available yet to provide further insights. The situation is balanced without any extreme or decisive patterns emerging at this moment.",0.8330000000000002,5.95,5.117,-0.245,0.326,False,False,3,3,second_half_start,False
2025-12-29T15:02:56.090476,3942227,51,2,0,0,England,Switzerland,False,0.7,"Switzerland is showing a rising momentum trend, but no significant patterns emerge.","Although Switzerland is currently on a positive momentum streak with a rising trend, the overall momentum difference is small (+0.38), and there are no strong patterns such as a 4+ minute streak or a significant gap. The game remains balanced, and no research thresholds are met.",0.3810000000000002,5.481,5.1,-0.213,0.794,False,False,2,2,second_half_start,False
2025-12-29T15:03:04.293350,3942227,54,2,0,0,England,Switzerland,False,0.7,"Switzerland maintains slight momentum advantage, but no strong patterns.","While Switzerland holds a slight momentum advantage, the current patterns do not meet any significant thresholds or indicate a dramatic shift. The momentum gap is not the largest seen in the match, and the changes are not extreme. Both teams have fluctuating momentum, but no clear dominance or tension pattern is present.",-0.6260000000000003,5.268,5.894,0.63,-0.547,False,False,3,2,second_half_start,False
2025-12-29T15:03:11.665322,3942227,58,2,0,0,England,Switzerland,True,0.75,Switzerland is showing a significant momentum increase while maintaining a positive streak.,"Switzerland's momentum is rising sharply with the largest positive change seen in the match so far, indicating they are building pressure. This could lead to a potential shift in game dynamics, especially in a close game.",0.22500000000000053,5.631,5.406,0.063,0.947,False,False,0,3,second_half_start,False
2025-12-29T15:03:19.989804,3942227,61,2,0,0,England,Switzerland,False,0.7,"Switzerland holds a slight momentum advantage, but both teams show a stable trend.","The momentum difference is not substantial enough to indicate a significant shift or pattern. Both teams are showing stable trends with no extreme changes or streaks that would suggest a major development. The game remains balanced, and no strong predictive patterns are evident at this stage.",-0.6589999999999998,5.694,6.353,-0.183,-0.527,False,False,1,2,mid_second_half,False
2025-12-29T15:03:41.733568,3942227,71,2,0,0,England,Switzerland,False,0.7,Momentum is stable with no significant shifts.,"Both teams show stable momentum with no significant streaks or changes. The momentum difference is small (+0.33), and there are no strong patterns or tension indicators present. The match is balanced, and no research thresholds are met.",0.3250000000000002,6.231,5.906,0.242,-0.23,False,False,1,1,mid_second_half,False
2025-12-29T15:03:50.947877,3942227,75,2,0,1,England,Switzerland,True,0.88,Tension pattern with England leading in momentum while trailing in score.,"The tension pattern indicates a potential shift in the game's dynamics, with England building momentum despite being behind in score. This suggests a possible comeback, especially as predictions will soon provide further insights into England's momentum trajectory.",1.1690000000000005,6.602,5.433,0.094,0.343,True,False,0,1,mid_second_half,False
2025-12-29T15:03:55.378070,3942227,76,2,0,1,England,Switzerland,True,0.88,Tension pattern with England's momentum takeover while trailing.,"England is building momentum despite trailing, creating a tension scenario where the momentum leader is not the score leader. This pattern often leads to dramatic shifts, and the prediction model suggests Switzerland may have key moments to regain control.",0.516,6.18,5.664,0.614,0.187,True,False,1,2,final_push,True
2025-12-29T15:04:05.451269,3942227,80,2,1,1,England,Switzerland,True,0.88,"Switzerland's momentum is rising while England's momentum is predicted to decline, creating potential tension.","The game is tied, and Switzerland's momentum is increasing while England's is predicted to decline. This creates a tension pattern where the trailing team in momentum is building pressure, potentially leading to a shift in game dynamics.",0.5709999999999997,6.245,5.674,0.185,0.312,False,False,1,1,final_push,True
2025-12-29T15:04:09.590904,3942227,81,2,1,1,England,Switzerland,True,0.85,"Switzerland's momentum is predicted to rise in the final minutes, potentially overtaking England.","The prediction data shows Switzerland gaining momentum late in the game, which could lead to a critical shift in control. This aligns with the tension pattern where the trailing team (Switzerland) is building pressure, suggesting a potential comeback or goal opportunity.",0.5390000000000006,6.304,5.765,0.187,0.187,False,False,2,2,final_push,True
2025-12-29T15:04:27.742252,3942227,90,2,1,1,England,Switzerland,True,0.85,Switzerland has taken momentum control in the closing minutes while the score remains tied.,"The game is in its closing minutes, and Switzerland has gained momentum control, which could be crucial in determining the outcome. The widening gap indicates Switzerland's increasing pressure, making it a tense situation for England.",-0.9580000000000002,5.758,6.716,0.0,0.0,False,False,0,0,closing_minutes,False
2025-12-29T15:04:35.424927,3942227,91,3,1,1,England,Switzerland,False,0.7,"Switzerland's momentum is falling, but no significant advantage for England.","Although Switzerland's momentum is decreasing, the gap between the teams is minimal at 0.20, and there is no significant streak or pattern indicating a decisive shift in control. The situation remains balanced, with neither team showing a strong advantage.",-0.19599999999999973,6.394,6.59,0.276,-0.618,False,False,2,2,closing_minutes,False
2025-12-29T15:04:40.735797,3942227,93,3,1,1,England,Switzerland,True,0.85,"England's momentum is falling while Switzerland's is rising, creating tension with the largest momentum gap of the match.","The largest momentum gap coincides with England's declining momentum and Switzerland's rising momentum, indicating a potential shift in control. This tension pattern, with the trailing team building momentum, suggests a dramatic closing phase.",1.4219999999999997,6.978,5.556,-1.217,0.612,False,True,2,1,closing_minutes,False
2025-12-29T15:04:48.257520,3942227,96,3,1,1,England,Switzerland,True,0.85,Switzerland's sustained momentum advantage in extra time.,"Switzerland has maintained a consistent momentum advantage over the last few minutes, with a current 4-minute positive streak. This indicates sustained pressure, which is crucial in a close game during extra time. Despite England's rising trend, Switzerland's stable and positive momentum suggests they are in a stronger position to capitalize on any opportunities.",-0.40700000000000003,5.761,6.168,0.543,0.178,False,False,1,4,closing_minutes,False
2025-12-29T15:04:57.032513,3942227,98,3,1,1,England,Switzerland,True,0.85,Switzerland's momentum is rising with a 6-minute positive streak while the game is tied.,"Switzerland is building momentum with a consistent positive streak, indicating they are applying increasing pressure on England. This is crucial in a tied game during extra time, as sustained momentum could lead to a decisive goal. The narrowing gap suggests that Switzerland is closing in on England's performance, potentially shifting the balance in their favor.",0.03200000000000003,6.148,6.116,-0.242,0.586,False,False,1,6,closing_minutes,False
2025-12-29T15:05:11.538367,3942227,106,4,1,1,England,Switzerland,True,0.85,"Switzerland holds momentum advantage but is declining, while England is rising.","Switzerland has the momentum advantage, but their momentum is declining while England's is rising. This creates a tension pattern as England is building pressure despite trailing in momentum. The largest gap in the match indicates a critical moment, suggesting potential shifts in control or scoring opportunities.",-0.5590000000000002,5.806,6.365,0.687,-0.323,False,True,2,2,closing_minutes,False
2025-12-29T15:05:15.019004,3942227,107,4,1,1,England,Switzerland,False,0.7,"Switzerland showing slight momentum rise, but no significant patterns.","Although Switzerland is showing a rising momentum trend, the overall difference between the teams is not significant enough to indicate a major shift or potential goal threat. The momentum gap of +0.45 is not the largest seen in the match, and there are no strong streaks or tension patterns present. Without a clear divergence or a significant change in momentum, this situation does not meet the thresholds for being particularly interesting.",0.4460000000000006,6.453,6.007,-0.096,0.68,False,False,0,1,closing_minutes,False
2025-12-29T15:05:24.287941,3942227,110,4,1,1,England,Switzerland,False,0.7,"Momentum is balanced with slight fluctuations, no strong patterns.","The momentum values for both teams are close, indicating a balanced situation. The changes in momentum are minor, with no significant streaks or extreme values. The gap is narrowing, but not at a rate that suggests a decisive shift in control. Without a strong pattern or significant change, this moment doesn't present a compelling narrative or prediction.",-0.33000000000000007,6.357,6.687,0.105,-0.774,False,False,1,1,closing_minutes,False
2025-12-29T15:05:29.293612,3942227,111,4,1,1,England,Switzerland,True,0.85,Switzerland's momentum advantage while the score is tied creates tension.,"The game is in extra time, and Switzerland holds a momentum advantage despite the score being tied. This creates a tension pattern where the trailing team in momentum (England) is trying to push back, which is critical in such a late stage of the match. The situation is dynamic, with England's momentum rising, suggesting potential shifts in control.",-0.7349999999999994,5.873,6.608,0.619,-0.142,False,False,2,2,closing_minutes,False
2025-12-29T15:05:35.001194,3942227,113,4,1,1,England,Switzerland,True,0.85,Switzerland's rising momentum while trailing in extra time.,"This situation presents a classic tension pattern where the trailing team (in terms of momentum) is building pressure in the closing minutes of the match. Switzerland's positive change indicates they are pressing hard, which could lead to a decisive moment in extra time.",0.5489999999999995,6.462,5.913,-1.006,0.865,False,False,1,1,closing_minutes,False
2025-12-29T15:05:39.614458,3942227,115,4,1,1,England,Switzerland,False,0.65,Momentum is evenly matched with no significant shifts.,"Both teams have stable momentum with a negligible difference of +0.01. There are no strong patterns, streaks, or significant changes in momentum that suggest a decisive shift in control. The game remains balanced, and no team is showing clear dominance or vulnerability at this moment.",0.012000000000000455,6.323,6.311,0.094,0.206,False,False,0,1,closing_minutes,False
2025-12-29T15:05:47.606227,3942227,119,4,1,1,England,Switzerland,False,0.7,"England maintains slight momentum advantage, but no significant shifts.","Despite England having a slight momentum advantage, the current situation lacks significant shifts or patterns that indicate a decisive change. The gap is not the largest seen in the match, and both teams have stable momentum trends with no recent streaks or significant changes. The absence of prediction data further limits the potential for interesting insights.",1.0249999999999995,6.526,5.501,0.0,0.0,False,False,0,0,closing_minutes,False
